Entity,Code,Day,total_vaccinations_per_hundred
Republic of Palau,,2021-03-03,45.71
Republic of Palau,,2021-03-04,45.71
Republic of Palau,,2021-03-05,45.71
Republic of Palau,,2021-03-06,45.71
Republic of Palau,,2021-03-07,45.71
Republic of Palau,,2021-03-08,45.71
Republic of Palau,,2021-03-09,45.71
Republic of Palau,,2021-03-10,47.95
Republic of Palau,,2021-03-11,49.71
Republic of Palau,,2021-03-12,51.34
Republic of Palau,,2021-03-13,54.14
Republic of Palau,,2021-03-14,54.14
Republic of Palau,,2021-03-15,54.14
Republic of Palau,,2021-03-16,56.94
Republic of Palau,,2021-03-17,59.9
Republic of Palau,,2021-03-18,61.22
Republic of Palau,,2021-03-19,64.22
Republic of Palau,,2021-03-20,65.92
Republic of Palau,,2021-03-21,65.92
Republic of Palau,,2021-03-22,66.14
Republic of Palau,,2021-03-23,68.39
Republic of Palau,,2021-03-24,70.61
Republic of Palau,,2021-03-25,74.14
Republic of Palau,,2021-03-26,74.46
Republic of Palau,,2021-03-27,74.46
Republic of Palau,,2021-03-28,74.72
Republic of Palau,,2021-03-29,74.72
Republic of Palau,,2021-03-30,74.72
Republic of Palau,,2021-03-31,74.72
Republic of Palau,,2021-04-01,74.72
Republic of Palau,,2021-04-02,74.99
Republic of Palau,,2021-04-03,74.99
Republic of Palau,,2021-04-04,74.99
Republic of Palau,,2021-04-05,74.99
Republic of Palau,,2021-04-06,75.03
Republic of Palau,,2021-04-07,75.03
Republic of Palau,,2021-04-08,76.81
Republic of Palau,,2021-04-09,78.43
Republic of Palau,,2021-04-10,78.43
Republic of Palau,,2021-04-11,81.16
Republic of Palau,,2021-04-12,83.65
Republic of Palau,,2021-04-13,86.48
Republic of Palau,,2021-04-14,89.42
Republic of Palau,,2021-04-15,89.42
Republic of Palau,,2021-04-16,92.39
Republic of Palau,,2021-04-17,92.39
Republic of Palau,,2021-04-18,92.39
Republic of Palau,,2021-04-19,92.39
Republic of Palau,,2021-04-20,92.39
Republic of Palau,,2021-04-21,94.64
Republic of Palau,,2021-04-22,96.97
Republic of Palau,,2021-04-23,99.7
Republic of Palau,,2021-04-24,102.69
Republic of Palau,,2021-04-25,107.85
Republic of Palau,,2021-04-26,107.85
Republic of Palau,,2021-04-27,107.97
Republic of Palau,,2021-04-28,110.02
Republic of Palau,,2021-04-29,111.54
Republic of Palau,,2021-04-30,112.58
Republic of Palau,,2021-05-01,113.39
Republic of Palau,,2021-05-02,113.39
Republic of Palau,,2021-05-03,113.39
Republic of Palau,,2021-05-04,113.98
Republic of Palau,,2021-05-05,114.25
Republic of Palau,,2021-05-06,114.25
Republic of Palau,,2021-05-07,115.12
Republic of Palau,,2021-05-08,115.12
Republic of Palau,,2021-05-09,115.18
Republic of Palau,,2021-05-10,115.18
Republic of Palau,,2021-05-11,115.18
Republic of Palau,,2021-05-12,115.18
Republic of Palau,,2021-05-13,115.18
Republic of Palau,,2021-05-14,115.18
Republic of Palau,,2021-05-15,115.18
Republic of Palau,,2021-05-16,115.18
Republic of Palau,,2021-05-17,115.18
Republic of Palau,,2021-05-18,117.41
Republic of Palau,,2021-05-19,119.71
Republic of Palau,,2021-05-20,122.32
Republic of Palau,,2021-05-21,125.31
Republic of Palau,,2021-05-22,125.31
Republic of Palau,,2021-05-23,130.4
Republic of Palau,,2021-05-24,130.4
Republic of Palau,,2021-05-25,130.5
Republic of Palau,,2021-05-26,131.51
Republic of Palau,,2021-05-27,131.51
Republic of Palau,,2021-05-28,131.51
Republic of Palau,,2021-05-29,131.51
Republic of Palau,,2021-05-30,135.28
Republic of Palau,,2021-06-01,135.28
Republic of Palau,,2021-06-02,135.28
Republic of Palau,,2021-06-03,135.28
Republic of Palau,,2021-06-04,136.09
Republic of Palau,,2021-06-05,136.09
Republic of Palau,,2021-06-06,136.09
Republic of Palau,,2021-06-07,136.09
Republic of Palau,,2021-06-08,136.09
Republic of Palau,,2021-06-09,136.09
Republic of Palau,,2021-06-10,136.09
Republic of Palau,,2021-06-11,136.11
Republic of Palau,,2021-06-12,136.11
Republic of Palau,,2021-06-13,136.11
Republic of Palau,,2021-06-14,136.11
Republic of Palau,,2021-06-15,136.14
Republic of Palau,,2021-06-16,136.14
Republic of Palau,,2021-06-17,136.3
Republic of Palau,,2021-06-18,136.3
Republic of Palau,,2021-06-19,136.3
Republic of Palau,,2021-06-20,136.3
Republic of Palau,,2021-06-21,136.3
Republic of Palau,,2021-06-22,137.93
Republic of Palau,,2021-06-23,138.57
Republic of Palau,,2021-06-24,138.57
Rhode Island,,2021-01-12,3.74
Rhode Island,,2021-01-13,3.97
Rhode Island,,2021-01-14,4.24
Rhode Island,,2021-01-15,4.49
Rhode Island,,2021-01-19,5.11
Rhode Island,,2021-01-20,5.34
Rhode Island,,2021-01-21,5.57
Rhode Island,,2021-01-22,5.85
Rhode Island,,2021-01-23,5.97
Rhode Island,,2021-01-24,6.38
Rhode Island,,2021-01-25,6.65
Rhode Island,,2021-01-26,6.82
Rhode Island,,2021-01-27,7.2
Rhode Island,,2021-01-28,7.56
Rhode Island,,2021-01-29,7.89
Rhode Island,,2021-01-30,8.32
Rhode Island,,2021-01-31,8.61
Rhode Island,,2021-02-01,8.9
Rhode Island,,2021-02-02,9.4
Rhode Island,,2021-02-03,9.58
Rhode Island,,2021-02-04,9.81
Rhode Island,,2021-02-05,10.1
Rhode Island,,2021-02-06,10.56
Rhode Island,,2021-02-07,11.05
Rhode Island,,2021-02-08,11.37
Rhode Island,,2021-02-09,11.52
Rhode Island,,2021-02-10,11.8
Rhode Island,,2021-02-11,12.08
Rhode Island,,2021-02-12,12.45
Rhode Island,,2021-02-13,12.92
Rhode Island,,2021-02-14,13.32
Rhode Island,,2021-02-16,13.88
Rhode Island,,2021-02-17,14.3
Rhode Island,,2021-02-18,15.1
Rhode Island,,2021-02-19,17.15
Rhode Island,,2021-02-20,18.02
Rhode Island,,2021-02-21,18.75
Rhode Island,,2021-02-22,19.45
Rhode Island,,2021-02-23,19.98
Rhode Island,,2021-02-24,20.63
Rhode Island,,2021-02-25,21.4
Rhode Island,,2021-02-26,22.17
Rhode Island,,2021-02-27,23.18
Rhode Island,,2021-02-28,24.24
Rhode Island,,2021-03-01,25.44
Rhode Island,,2021-03-02,26.03
Rhode Island,,2021-03-03,26.69
Rhode Island,,2021-03-04,27.47
Rhode Island,,2021-03-05,28.37
Rhode Island,,2021-03-06,29.29
Rhode Island,,2021-03-07,30.15
Rhode Island,,2021-03-08,30.84
Rhode Island,,2021-03-09,31.49
Rhode Island,,2021-03-10,32.19
Rhode Island,,2021-03-11,33.13
Rhode Island,,2021-03-12,33.94
Rhode Island,,2021-03-13,34.68
Rhode Island,,2021-03-14,35.32
Rhode Island,,2021-03-15,36.67
Rhode Island,,2021-03-16,37.46
Rhode Island,,2021-03-17,38.05
Rhode Island,,2021-03-18,38.86
Rhode Island,,2021-03-19,40.16
Rhode Island,,2021-03-20,41.58
Rhode Island,,2021-03-21,42.91
Rhode Island,,2021-03-22,44.29
Rhode Island,,2021-03-23,45.31
Rhode Island,,2021-03-24,46.07
Rhode Island,,2021-03-25,46.96
Rhode Island,,2021-03-26,47.87
Rhode Island,,2021-03-27,48.64
Rhode Island,,2021-03-28,49.66
Rhode Island,,2021-03-29,50.83
Rhode Island,,2021-03-30,52.18
Rhode Island,,2021-03-31,52.79
Rhode Island,,2021-04-01,53.48
Rhode Island,,2021-04-02,55.1
Rhode Island,,2021-04-03,56.28
Rhode Island,,2021-04-04,57.7
Rhode Island,,2021-04-05,59.15
Rhode Island,,2021-04-06,60.53
Rhode Island,,2021-04-07,61.25
Rhode Island,,2021-04-08,62.19
Rhode Island,,2021-04-09,62.99
Rhode Island,,2021-04-10,64.24
Rhode Island,,2021-04-11,65.76
Rhode Island,,2021-04-12,66.96
Rhode Island,,2021-04-13,68.66
Rhode Island,,2021-04-14,69.2
Rhode Island,,2021-04-15,70.07
Rhode Island,,2021-04-16,71.31
Rhode Island,,2021-04-17,72.18
Rhode Island,,2021-04-18,73.26
Rhode Island,,2021-04-19,74.36
Rhode Island,,2021-04-20,75.64
Rhode Island,,2021-04-21,76.24
Rhode Island,,2021-04-22,77.3
Rhode Island,,2021-04-23,78.24
Rhode Island,,2021-04-24,79.75
Rhode Island,,2021-04-25,81.1
Rhode Island,,2021-04-26,82.32
Rhode Island,,2021-04-27,83.64
Rhode Island,,2021-04-28,84.3
Rhode Island,,2021-04-29,84.86
Rhode Island,,2021-04-30,86.2
Rhode Island,,2021-05-01,87.32
Rhode Island,,2021-05-02,88.23
Rhode Island,,2021-05-03,88.8
Rhode Island,,2021-05-04,89.44
Rhode Island,,2021-05-05,89.8
Rhode Island,,2021-05-06,90.41
Rhode Island,,2021-05-07,91.42
Rhode Island,,2021-05-08,92.24
Rhode Island,,2021-05-09,93.27
Rhode Island,,2021-05-10,94.03
Rhode Island,,2021-05-11,95.06
Rhode Island,,2021-05-12,95.5
Rhode Island,,2021-05-13,96.37
Rhode Island,,2021-05-14,97.73
Rhode Island,,2021-05-15,99.05
Rhode Island,,2021-05-16,100.37
Rhode Island,,2021-05-17,101.36
Rhode Island,,2021-05-18,102.26
Rhode Island,,2021-05-19,102.66
Rhode Island,,2021-05-20,103.57
Rhode Island,,2021-05-21,104.3
Rhode Island,,2021-05-22,105.26
Rhode Island,,2021-05-23,105.9
Rhode Island,,2021-05-24,106.51
Rhode Island,,2021-05-25,106.7
Rhode Island,,2021-05-26,107.08
Rhode Island,,2021-05-27,107.8
Rhode Island,,2021-05-28,108.34
Rhode Island,,2021-05-29,108.94
Rhode Island,,2021-05-30,109.45
Rhode Island,,2021-06-01,109.84
Rhode Island,,2021-06-02,110.14
Rhode Island,,2021-06-03,110.54
Rhode Island,,2021-06-04,110.89
Rhode Island,,2021-06-05,111.51
Rhode Island,,2021-06-06,111.51
Rhode Island,,2021-06-07,112.46
Rhode Island,,2021-06-08,112.7
Rhode Island,,2021-06-09,113.02
Rhode Island,,2021-06-10,113.03
Rhode Island,,2021-06-11,113.55
Rhode Island,,2021-06-12,114.11
Rhode Island,,2021-06-13,114.91
Rhode Island,,2021-06-14,115.39
Rhode Island,,2021-06-15,115.75
Rhode Island,,2021-06-16,115.75
Rhode Island,,2021-06-17,116.72
Rhode Island,,2021-06-18,117.15
Rhode Island,,2021-06-19,117.44
Rhode Island,,2021-06-20,117.44
Rhode Island,,2021-06-21,118.1
Rhode Island,,2021-06-22,118.24
Rhode Island,,2021-06-23,118.45
Rhode Island,,2021-06-24,118.76
South Carolina,,2021-01-12,1.57
South Carolina,,2021-01-13,1.94
South Carolina,,2021-01-14,2.25
South Carolina,,2021-01-15,2.37
South Carolina,,2021-01-19,3.64
South Carolina,,2021-01-20,3.74
South Carolina,,2021-01-21,4.07
South Carolina,,2021-01-22,4.45
South Carolina,,2021-01-23,4.84
South Carolina,,2021-01-24,5.41
South Carolina,,2021-01-25,5.97
South Carolina,,2021-01-26,6.16
South Carolina,,2021-01-27,6.35
South Carolina,,2021-01-28,6.99
South Carolina,,2021-01-29,7.48
South Carolina,,2021-01-30,7.92
South Carolina,,2021-01-31,8.54
South Carolina,,2021-02-01,8.99
South Carolina,,2021-02-02,9.14
South Carolina,,2021-02-03,9.31
South Carolina,,2021-02-04,9.66
South Carolina,,2021-02-05,10.08
South Carolina,,2021-02-06,10.54
South Carolina,,2021-02-07,11.05
South Carolina,,2021-02-08,11.38
South Carolina,,2021-02-09,11.38
South Carolina,,2021-02-10,11.81
South Carolina,,2021-02-11,12.21
South Carolina,,2021-02-12,12.61
South Carolina,,2021-02-13,13.11
South Carolina,,2021-02-14,13.68
South Carolina,,2021-02-16,14.34
South Carolina,,2021-02-17,14.67
South Carolina,,2021-02-18,15.11
South Carolina,,2021-02-19,16.47
South Carolina,,2021-02-20,17.09
South Carolina,,2021-02-21,17.69
South Carolina,,2021-02-22,18.11
South Carolina,,2021-02-23,18.28
South Carolina,,2021-02-24,18.91
South Carolina,,2021-02-25,19.38
South Carolina,,2021-02-26,19.91
South Carolina,,2021-02-27,20.55
South Carolina,,2021-02-28,21.1
South Carolina,,2021-03-01,21.69
South Carolina,,2021-03-02,21.81
South Carolina,,2021-03-03,22.34
South Carolina,,2021-03-04,23.36
South Carolina,,2021-03-05,23.94
South Carolina,,2021-03-06,24.95
South Carolina,,2021-03-07,26.17
South Carolina,,2021-03-08,26.81
South Carolina,,2021-03-09,27.14
South Carolina,,2021-03-10,27.64
South Carolina,,2021-03-11,28.39
South Carolina,,2021-03-12,29
South Carolina,,2021-03-13,30.76
South Carolina,,2021-03-14,30.76
South Carolina,,2021-03-15,31.44
South Carolina,,2021-03-16,31.6
South Carolina,,2021-03-17,32.03
South Carolina,,2021-03-18,32.75
South Carolina,,2021-03-19,33.48
South Carolina,,2021-03-20,33.9
South Carolina,,2021-03-21,34.83
South Carolina,,2021-03-22,35.64
South Carolina,,2021-03-23,35.89
South Carolina,,2021-03-24,36.7
South Carolina,,2021-03-25,37.41
South Carolina,,2021-03-26,38.26
South Carolina,,2021-03-27,39.19
South Carolina,,2021-03-28,40.14
South Carolina,,2021-03-29,40.97
South Carolina,,2021-03-30,41.26
South Carolina,,2021-03-31,41.77
South Carolina,,2021-04-01,42.56
South Carolina,,2021-04-02,43.57
South Carolina,,2021-04-03,43.59
South Carolina,,2021-04-04,44.78
South Carolina,,2021-04-05,45.23
South Carolina,,2021-04-06,45.49
South Carolina,,2021-04-07,46.26
South Carolina,,2021-04-08,48.39
South Carolina,,2021-04-09,49.32
South Carolina,,2021-04-10,50.33
South Carolina,,2021-04-11,51.54
South Carolina,,2021-04-12,52.33
South Carolina,,2021-04-13,52.59
South Carolina,,2021-04-14,53.12
South Carolina,,2021-04-15,53.9
South Carolina,,2021-04-16,54.76
South Carolina,,2021-04-17,55.67
South Carolina,,2021-04-18,56.49
South Carolina,,2021-04-19,57.25
South Carolina,,2021-04-20,57.55
South Carolina,,2021-04-21,57.96
South Carolina,,2021-04-22,57.99
South Carolina,,2021-04-23,58.69
South Carolina,,2021-04-24,59.4
South Carolina,,2021-04-25,60.1
South Carolina,,2021-04-26,60.43
South Carolina,,2021-04-27,61.44
South Carolina,,2021-04-28,61.82
South Carolina,,2021-04-29,62.32
South Carolina,,2021-04-30,62.96
South Carolina,,2021-05-01,63.58
South Carolina,,2021-05-02,64.07
South Carolina,,2021-05-03,64.39
South Carolina,,2021-05-04,64.42
South Carolina,,2021-05-05,64.66
South Carolina,,2021-05-06,65.22
South Carolina,,2021-05-07,65.84
South Carolina,,2021-05-08,66.3
South Carolina,,2021-05-09,66.8
South Carolina,,2021-05-10,67.28
South Carolina,,2021-05-11,67.55
South Carolina,,2021-05-12,67.79
South Carolina,,2021-05-13,68.13
South Carolina,,2021-05-14,68.42
South Carolina,,2021-05-15,68.82
South Carolina,,2021-05-16,69.25
South Carolina,,2021-05-17,69.53
South Carolina,,2021-05-18,69.73
South Carolina,,2021-05-19,69.88
South Carolina,,2021-05-20,70.29
South Carolina,,2021-05-21,70.65
South Carolina,,2021-05-22,71.15
South Carolina,,2021-05-23,71.45
South Carolina,,2021-05-24,71.7
South Carolina,,2021-05-25,71.8
South Carolina,,2021-05-26,71.98
South Carolina,,2021-05-27,72.32
South Carolina,,2021-05-28,72.6
South Carolina,,2021-05-29,72.89
South Carolina,,2021-05-30,73.15
South Carolina,,2021-06-01,73.43
South Carolina,,2021-06-02,73.54
South Carolina,,2021-06-03,73.7
South Carolina,,2021-06-04,74.3
South Carolina,,2021-06-05,74.6
South Carolina,,2021-06-06,74.85
South Carolina,,2021-06-07,75.08
South Carolina,,2021-06-08,75.32
South Carolina,,2021-06-09,75.49
South Carolina,,2021-06-10,75.75
South Carolina,,2021-06-11,75.75
South Carolina,,2021-06-12,76.12
South Carolina,,2021-06-13,76.57
South Carolina,,2021-06-14,76.8
South Carolina,,2021-06-15,77.02
South Carolina,,2021-06-16,77.29
South Carolina,,2021-06-17,77.58
South Carolina,,2021-06-18,77.79
South Carolina,,2021-06-19,78.03
South Carolina,,2021-06-20,78.22
South Carolina,,2021-06-21,78.45
South Carolina,,2021-06-22,78.54
South Carolina,,2021-06-23,79.5
South Carolina,,2021-06-24,79.7
South Dakota,,2021-01-12,5.5
South Dakota,,2021-01-13,5.73
South Dakota,,2021-01-14,6.14
South Dakota,,2021-01-15,6.45
South Dakota,,2021-01-19,6.91
South Dakota,,2021-01-20,7.07
South Dakota,,2021-01-21,7.39
South Dakota,,2021-01-22,7.99
South Dakota,,2021-01-23,8.73
South Dakota,,2021-01-24,9.09
South Dakota,,2021-01-25,9.33
South Dakota,,2021-01-26,9.36
South Dakota,,2021-01-27,9.83
South Dakota,,2021-01-28,10.37
South Dakota,,2021-01-29,10.99
South Dakota,,2021-01-30,11.63
South Dakota,,2021-01-31,11.98
South Dakota,,2021-02-01,12.17
South Dakota,,2021-02-02,12.21
South Dakota,,2021-02-03,12.54
South Dakota,,2021-02-04,13.08
South Dakota,,2021-02-05,13.74
South Dakota,,2021-02-06,14.42
South Dakota,,2021-02-07,14.86
South Dakota,,2021-02-08,15.04
South Dakota,,2021-02-09,15.06
South Dakota,,2021-02-10,15.42
South Dakota,,2021-02-11,16.02
South Dakota,,2021-02-12,16.81
South Dakota,,2021-02-13,17.52
South Dakota,,2021-02-14,18.11
South Dakota,,2021-02-16,18.41
South Dakota,,2021-02-17,18.75
South Dakota,,2021-02-18,19.35
South Dakota,,2021-02-19,24.66
South Dakota,,2021-02-20,25.53
South Dakota,,2021-02-21,26.31
South Dakota,,2021-02-22,26.67
South Dakota,,2021-02-23,26.82
South Dakota,,2021-02-24,27.44
South Dakota,,2021-02-25,28.28
South Dakota,,2021-02-26,29.34
South Dakota,,2021-02-27,30.44
South Dakota,,2021-02-28,31.46
South Dakota,,2021-03-01,31.89
South Dakota,,2021-03-02,31.94
South Dakota,,2021-03-03,32.52
South Dakota,,2021-03-04,33.32
South Dakota,,2021-03-05,34.41
South Dakota,,2021-03-06,35.56
South Dakota,,2021-03-07,36.51
South Dakota,,2021-03-08,36.88
South Dakota,,2021-03-09,36.94
South Dakota,,2021-03-10,37.54
South Dakota,,2021-03-11,38.38
South Dakota,,2021-03-12,39.45
South Dakota,,2021-03-13,40.77
South Dakota,,2021-03-14,42.17
South Dakota,,2021-03-15,42.79
South Dakota,,2021-03-16,42.94
South Dakota,,2021-03-17,43.52
South Dakota,,2021-03-18,44.42
South Dakota,,2021-03-19,45.6
South Dakota,,2021-03-20,46.85
South Dakota,,2021-03-21,48.02
South Dakota,,2021-03-22,48.39
South Dakota,,2021-03-23,48.5
South Dakota,,2021-03-24,49.32
South Dakota,,2021-03-25,50.32
South Dakota,,2021-03-26,51.67
South Dakota,,2021-03-27,53.32
South Dakota,,2021-03-28,54.54
South Dakota,,2021-03-29,55.17
South Dakota,,2021-03-30,55.33
South Dakota,,2021-03-31,56.13
South Dakota,,2021-04-01,57.09
South Dakota,,2021-04-02,58.26
South Dakota,,2021-04-03,59.9
South Dakota,,2021-04-04,61.03
South Dakota,,2021-04-05,61.43
South Dakota,,2021-04-06,61.52
South Dakota,,2021-04-07,62.22
South Dakota,,2021-04-08,63.33
South Dakota,,2021-04-09,64.56
South Dakota,,2021-04-10,66.04
South Dakota,,2021-04-11,67.19
South Dakota,,2021-04-12,67.59
South Dakota,,2021-04-13,67.71
South Dakota,,2021-04-14,68.27
South Dakota,,2021-04-15,69.15
South Dakota,,2021-04-16,70.07
South Dakota,,2021-04-17,70.96
South Dakota,,2021-04-18,71.85
South Dakota,,2021-04-19,72.22
South Dakota,,2021-04-20,72.32
South Dakota,,2021-04-21,72.77
South Dakota,,2021-04-22,73.54
South Dakota,,2021-04-23,74.69
South Dakota,,2021-04-24,75.66
South Dakota,,2021-04-25,76.51
South Dakota,,2021-04-26,76.87
South Dakota,,2021-04-27,76.96
South Dakota,,2021-04-28,77.44
South Dakota,,2021-04-29,78.21
South Dakota,,2021-04-30,79.03
South Dakota,,2021-05-01,80.34
South Dakota,,2021-05-02,80.4
South Dakota,,2021-05-03,80.42
South Dakota,,2021-05-04,80.69
South Dakota,,2021-05-05,80.96
South Dakota,,2021-05-06,81.42
South Dakota,,2021-05-07,81.89
South Dakota,,2021-05-08,82.67
South Dakota,,2021-05-09,82.74
South Dakota,,2021-05-10,82.76
South Dakota,,2021-05-11,83.09
South Dakota,,2021-05-12,83.25
South Dakota,,2021-05-13,83.58
South Dakota,,2021-05-14,83.9
South Dakota,,2021-05-15,84.64
South Dakota,,2021-05-16,84.71
South Dakota,,2021-05-17,84.74
South Dakota,,2021-05-18,84.98
South Dakota,,2021-05-19,85.18
South Dakota,,2021-05-20,85.54
South Dakota,,2021-05-21,85.8
South Dakota,,2021-05-22,86.4
South Dakota,,2021-05-23,86.45
South Dakota,,2021-05-24,86.47
South Dakota,,2021-05-25,86.67
South Dakota,,2021-05-26,86.84
South Dakota,,2021-05-27,87.08
South Dakota,,2021-05-28,87.33
South Dakota,,2021-05-29,87.58
South Dakota,,2021-05-30,87.71
South Dakota,,2021-06-01,87.74
South Dakota,,2021-06-02,87.87
South Dakota,,2021-06-03,88.05
South Dakota,,2021-06-04,88.2
South Dakota,,2021-06-05,88.25
South Dakota,,2021-06-06,88.58
South Dakota,,2021-06-07,88.68
South Dakota,,2021-06-08,88.84
South Dakota,,2021-06-09,88.86
South Dakota,,2021-06-10,89.25
South Dakota,,2021-06-11,89.44
South Dakota,,2021-06-12,89.84
South Dakota,,2021-06-13,90.08
South Dakota,,2021-06-14,90.13
South Dakota,,2021-06-15,90.4
South Dakota,,2021-06-16,90.42
South Dakota,,2021-06-17,90.78
South Dakota,,2021-06-18,91.01
South Dakota,,2021-06-19,91.05
South Dakota,,2021-06-20,91.07
South Dakota,,2021-06-21,91.09
South Dakota,,2021-06-22,91.48
South Dakota,,2021-06-23,91.6
South Dakota,,2021-06-24,91.74
Tennessee,,2021-01-12,3.68
Tennessee,,2021-01-13,3.88
Tennessee,,2021-01-14,3.88
Tennessee,,2021-01-15,4.44
Tennessee,,2021-01-19,5.15
Tennessee,,2021-01-20,5.25
Tennessee,,2021-01-21,5.5
Tennessee,,2021-01-22,5.88
Tennessee,,2021-01-23,6.21
Tennessee,,2021-01-24,6.62
Tennessee,,2021-01-25,6.77
Tennessee,,2021-01-26,6.85
Tennessee,,2021-01-27,7.14
Tennessee,,2021-01-28,7.47
Tennessee,,2021-01-29,7.99
Tennessee,,2021-01-30,8.41
Tennessee,,2021-01-31,8.92
Tennessee,,2021-02-01,9.19
Tennessee,,2021-02-02,9.25
Tennessee,,2021-02-03,9.63
Tennessee,,2021-02-04,10.02
Tennessee,,2021-02-05,10.52
Tennessee,,2021-02-06,11.02
Tennessee,,2021-02-07,11.58
Tennessee,,2021-02-08,11.8
Tennessee,,2021-02-09,11.89
Tennessee,,2021-02-10,12.3
Tennessee,,2021-02-11,12.69
Tennessee,,2021-02-12,13.2
Tennessee,,2021-02-13,13.57
Tennessee,,2021-02-14,14.16
Tennessee,,2021-02-16,14.54
Tennessee,,2021-02-17,14.64
Tennessee,,2021-02-18,14.85
Tennessee,,2021-02-19,15.87
Tennessee,,2021-02-20,16.08
Tennessee,,2021-02-21,16.36
Tennessee,,2021-02-22,16.56
Tennessee,,2021-02-23,16.69
Tennessee,,2021-02-24,17.22
Tennessee,,2021-02-25,17.72
Tennessee,,2021-02-26,18.41
Tennessee,,2021-02-27,19.06
Tennessee,,2021-02-28,19.91
Tennessee,,2021-03-01,20.42
Tennessee,,2021-03-02,20.58
Tennessee,,2021-03-03,21.31
Tennessee,,2021-03-04,21.86
Tennessee,,2021-03-05,22.56
Tennessee,,2021-03-06,23.15
Tennessee,,2021-03-07,23.94
Tennessee,,2021-03-08,24.3
Tennessee,,2021-03-09,24.42
Tennessee,,2021-03-10,25.06
Tennessee,,2021-03-11,25.73
Tennessee,,2021-03-12,26.53
Tennessee,,2021-03-13,27.32
Tennessee,,2021-03-14,28.13
Tennessee,,2021-03-15,28.59
Tennessee,,2021-03-16,28.71
Tennessee,,2021-03-17,29.4
Tennessee,,2021-03-18,30.08
Tennessee,,2021-03-19,30.66
Tennessee,,2021-03-20,31.36
Tennessee,,2021-03-21,32.19
Tennessee,,2021-03-22,32.68
Tennessee,,2021-03-23,32.89
Tennessee,,2021-03-24,33.64
Tennessee,,2021-03-25,34.46
Tennessee,,2021-03-26,35.39
Tennessee,,2021-03-27,36.28
Tennessee,,2021-03-28,37.27
Tennessee,,2021-03-29,37.81
Tennessee,,2021-03-30,38.02
Tennessee,,2021-03-31,38.88
Tennessee,,2021-04-01,39.91
Tennessee,,2021-04-02,40.85
Tennessee,,2021-04-03,41.94
Tennessee,,2021-04-04,42.54
Tennessee,,2021-04-05,42.89
Tennessee,,2021-04-06,42.97
Tennessee,,2021-04-07,43.77
Tennessee,,2021-04-08,44.78
Tennessee,,2021-04-09,45.72
Tennessee,,2021-04-10,46.7
Tennessee,,2021-04-11,47.66
Tennessee,,2021-04-12,48.12
Tennessee,,2021-04-13,48.31
Tennessee,,2021-04-14,48.63
Tennessee,,2021-04-15,49.53
Tennessee,,2021-04-16,50.45
Tennessee,,2021-04-17,51.27
Tennessee,,2021-04-18,52.17
Tennessee,,2021-04-19,52.48
Tennessee,,2021-04-20,52.68
Tennessee,,2021-04-21,53.36
Tennessee,,2021-04-22,54.18
Tennessee,,2021-04-23,54.94
Tennessee,,2021-04-24,55.69
Tennessee,,2021-04-25,56.45
Tennessee,,2021-04-26,56.77
Tennessee,,2021-04-27,56.95
Tennessee,,2021-04-28,57.48
Tennessee,,2021-04-29,58.12
Tennessee,,2021-04-30,58.71
Tennessee,,2021-05-01,59.38
Tennessee,,2021-05-02,59.97
Tennessee,,2021-05-03,60.18
Tennessee,,2021-05-04,60.28
Tennessee,,2021-05-05,60.78
Tennessee,,2021-05-06,61.56
Tennessee,,2021-05-07,62.38
Tennessee,,2021-05-08,63.06
Tennessee,,2021-05-09,63.65
Tennessee,,2021-05-10,63.97
Tennessee,,2021-05-11,64.22
Tennessee,,2021-05-12,64.58
Tennessee,,2021-05-13,64.96
Tennessee,,2021-05-14,65.35
Tennessee,,2021-05-15,66.06
Tennessee,,2021-05-16,66.95
Tennessee,,2021-05-17,67.27
Tennessee,,2021-05-18,67.4
Tennessee,,2021-05-19,67.71
Tennessee,,2021-05-20,68.1
Tennessee,,2021-05-21,68.51
Tennessee,,2021-05-22,68.96
Tennessee,,2021-05-23,69.31
Tennessee,,2021-05-24,69.49
Tennessee,,2021-05-25,69.6
Tennessee,,2021-05-26,69.87
Tennessee,,2021-05-27,70.14
Tennessee,,2021-05-28,70.39
Tennessee,,2021-05-29,70.65
Tennessee,,2021-05-30,70.92
Tennessee,,2021-06-01,71.14
Tennessee,,2021-06-02,71.2
Tennessee,,2021-06-03,71.37
Tennessee,,2021-06-04,71.58
Tennessee,,2021-06-05,71.85
Tennessee,,2021-06-06,71.85
Tennessee,,2021-06-07,72.06
Tennessee,,2021-06-08,72.19
Tennessee,,2021-06-09,72.4
Tennessee,,2021-06-10,72.68
Tennessee,,2021-06-11,72.68
Tennessee,,2021-06-12,72.99
Tennessee,,2021-06-13,73.27
Tennessee,,2021-06-14,74
Tennessee,,2021-06-15,74.26
Tennessee,,2021-06-16,74.51
Tennessee,,2021-06-17,74.83
Tennessee,,2021-06-18,75.03
Tennessee,,2021-06-19,75.27
Tennessee,,2021-06-20,75.45
Tennessee,,2021-06-21,75.61
Tennessee,,2021-06-22,75.69
Tennessee,,2021-06-23,75.83
Tennessee,,2021-06-24,75.99
Texas,,2021-01-12,3.14
Texas,,2021-01-13,3.37
Texas,,2021-01-14,3.6
Texas,,2021-01-15,4
Texas,,2021-01-19,4.84
Texas,,2021-01-20,5.08
Texas,,2021-01-21,5.33
